Nr.;Vorname;Nachname;Geburtsdatum
3443;Inga;Rückert;27.03.1917
3444;Freimuth;Hauschildt;19.12.1925
3445;Dorith;Bienert;13.09.1913
3446;Arved;Hambach;25.01.1929
3447;Berndt;Neuer;06.04.1978
3448;Annik;Nash;17.11.1931
3449;Borromäus;Schnieders;24.11.1997
3450;Friedoline;Hornstein;20.02.1986
3451;Luisa;Frische;02.01.1906
3452;Wolff;Butter;30.07.1970
3453;Kathrinchen;Armbrust;13.08.1963
3454;Karl;Heitmann;01.08.1989
3455;Irminfried;Papp;03.10.1957
3456;Rhiane;Clark;01.12.1936
3457;Juliane;Schempp;23.06.1909
3458;Cora;Behrends;31.10.1934
3459;Dieterich;Thiess;29.01.2022
3460;Friedeburg;Fitzgerald;26.09.1944
3461;Tim;Langguth;11.12.1938
3462;Emily;Radtke;23.03.1972
3463;Aloisia;Grau;07.10.1917
3464;Hieronimus;Teschke;17.10.1908
3465;Annetrud;Cunningham;04.10.1920
3466;Niko;Klemke;07.11.1917
3467;Siegharda;Nestler;06.08.1988
3468;Gieselind;Plötz;24.02.1982
3469;Bernulf;Wurth;27.03.2004
3470;Diethilde;Rosenthal;27.12.1910
3471;Jannick;Ciftci;20.05.2018
3472;Gerlind;Riemann;11.12.1904
3473;Wintrud;Gilg;28.08.2015
3474;Karlgünter;Brake;13.02.1937
3475;Isabell;Thalmann;13.04.1972
3476;Wilhelmine;Angerer;26.03.1921
3477;Anthony;Bachl;24.03.2004
3478;Selin;Flamm;06.06.1995
3479;Adeltraut;Neuhauser;08.05.1980
3480;Traudl;Göring;17.05.1905
3481;Gerheide;Schmuck;23.07.1950
3482;Helga;Schellenberg;31.05.1933
3483;Annedörte;Münkel;07.01.1967
3484;Sarah;Knoche;04.02.1932
3485;Trinchen;Trinkl;22.02.2023
3486;Margreth;Emmerling;20.12.1921
3487;Helena;Meyer;16.08.1921
3488;Brigitta;Diedrichs;16.12.1993
3489;Bartold;Klopp;22.08.1939
3490;Adelhard;Saßmannshausen;04.02.1941
3491;Oliver;Heyn;11.10.1905
3492;Gustav;Harmsen;21.09.1922
3493;Marliese;Knothe;29.07.2019
3494;Gisela;Kusche;15.10.2019
3495;Susen;Willis;23.12.2024
3496;Marvin;Goy;20.02.2021
3497;Eginald;Lehmkuhl;16.06.1948
3498;Ingram;Brunken;18.09.1918
3499;Ella;Münzberg;08.06.2022
3500;Friedhold;Fetzer;01.03.2018
3501;Catrin;Schölzel;08.10.1969
3502;Henrik;Fritzen;06.07.1969
3503;Auguste;Valentin;31.03.1945
3504;Waltrud;Potter;03.12.1928
3505;Holk;Wucherpfennig;26.07.1924
3506;Arndt;Orhan;14.06.1995
3507;Erich;Rhode;03.02.1953
3508;Erno;Mücke;27.02.1966
3509;Manhard;Bull;01.08.1944
3510;Elmar;Roch;28.06.2016
3511;Babette;Greb;05.06.1972
3512;Giselbert;Balci;16.10.1953
3513;Mathilde;Dost;29.04.1984
3514;Gerda;Baldauf;22.07.1938
3515;Walter;Wegert;01.12.2000
3516;Muthild;Zentner;03.09.2022
3517;Gudrun;Röcker;16.08.2016
3518;Silke;Gorny;14.04.1930
3519;Elizabeth;Dobler;07.11.1921
3520;Griseldis;Willert;30.05.2016
3521;Monique;Raiser;30.06.1985
3522;Annett;Polster;02.04.2025
3523;Caren;Kurek;06.01.1995
3524;Elsbeth;Berlin;26.11.1941
3525;Gismar;Grotz;11.07.1913
3526;Betty;Winkens;21.01.2014
3527;Katy;Jülich;01.12.2006
3528;Thore;Holzmann;27.10.2004
3529;Friderike;Ladwig;12.03.2006
3530;Lieselotte;Schwedes;16.07.1963
3531;Norwin;Schallenberg;21.12.1918
3532;Volkher;Vinke;21.06.1930
3533;Josua;Rauscher;12.12.1962
3534;Erdfried;Unger;26.11.1984
3535;Julia;Geil;25.10.1937
3536;Irmtraud;Bernhardt;29.05.1921
3537;Anne;Aydogan;17.02.1960
3538;Sturmius;Weyand;14.05.1993
3539;Thilde;Keser;09.09.2012
3540;Carsten;Kulke;28.09.1938
3541;Walther;Tappert;30.05.1921
3542;Eddi;Spinner;01.10.1915
3543;Meinulf;Weidenbach;22.05.1929
3544;Aloys;Speck;04.05.1913
3545;Gottfriede;Luft;16.01.1959
3546;Mads;Ruder;11.11.2018
3547;Sahra;Göcke;26.11.1934
3548;Karen;Bayram;03.08.2008
3549;Gernot;Eisenbarth;17.06.2005
3550;Klaus;Gerner;24.10.2001
3551;Fränzi;Roll;04.09.1903
3552;Silas;Wölfel;03.11.1974
3553;Gerald;Hörmann;04.10.2024
3554;Adolfa;Boer;08.10.1971
3555;Nikolaus;Henneberg;19.09.1925
3556;Irmtrud;Odenwald;15.11.1968
3557;Erlgard;Junk;07.11.1904
3558;Ellen;Huhn;30.05.1939
3559;Erhard;Henneberger;19.11.1936
3560;Alissa;Diefenbach;24.01.1922
3561;Helwart;Christmann;01.04.1956
3562;Chris;Redel;22.01.1942
3563;Otbert;Schoberth;15.04.1902
3564;Steffie;Lenger;10.12.1940
3565;Marzellus;Seide;21.11.2020
3566;Helfried;Wendling;22.02.1978
3567;Wendelin;Wingert;07.03.1986
3568;Gundmar;Odenwald;07.08.2006
3569;Käthchen;Bös;28.06.1983
3570;Karl;Steininger;10.12.1951
3571;Raphael;Goldammer;10.06.1960
3572;Uto;Denk;18.07.1997
3573;Otwin;Schwegler;26.01.1950
3574;Matis;Graff;15.09.1971
3575;Eitelfritz;Hellmann;29.05.1911
3576;Neidhardt;Higgins;10.08.1928
3577;Annette;Spillner;27.10.1926
3578;Waltrud;Lerner;26.04.1961
3579;Carlo;Krebber;26.05.1913
3580;Ernestine;Schimmel;09.05.1986
3581;Annemargret;Stahr;12.02.1955
3582;Ferdinandus;Bühler;02.08.1963
3583;Siegwart;Habermehl;26.04.1978
3584;Sigfried;Suchy;03.03.1912
3585;Helmtrud;Baars;05.12.1923
3586;Hildtraud;Keßler;06.08.2002
3587;Ivo;Lawson;16.03.1990
3588;Editha;Stumm;12.08.1965
3589;Abraham;Vukovic;28.06.1948
3590;Luka;Brehmer;04.11.1936
3591;Benediktus;Knetsch;13.01.1944
3592;Jeannine;Stolle;24.05.2017
3593;Barbara;Dunst;12.07.1903
3594;Meinold;Patzke;23.07.1946
3595;Ekhard;Ziegert;12.02.2000
3596;Kimberly;Robertz;05.07.1918
3597;Kevin;Bölke;26.01.1913
3598;Huberta;Stelter;08.03.2012
3599;Augustus;Klotz;10.05.1971
3600;Luitpold;Nolte;05.11.1973
3601;Magdalena;Löwen;28.03.1911
3602;Smilla;Seefried;02.10.1958
3603;Bianka;Sill;17.05.1913
3604;Erdmuthe;Gottstein;28.07.1995
3605;Dietbald;Schirra;03.12.1950
3606;Rezzo;Karsch;23.05.1990
3607;Annely;Reuschel;06.07.1931
3608;Leongard;Hübert;25.04.1954
3609;Rita;Köstler;23.02.1981
3610;Tilli;Hupfeld;05.04.1954
3611;Marfriede;Sacher;11.07.1973
3612;Dietmute;Staub;22.03.1923
3613;Mona;Hölzl;29.05.1909
3614;Gunda;Engel;09.10.1963
3615;Reinhardine;Greulich;03.01.1988
3616;Sabrine;Honold;08.05.2005
3617;Heinzhermann;Linge;15.03.1981
3618;Cedric;Dieterich;02.05.1962
3619;Thea;Eisenbach;07.05.2019
3620;Egmont;Ermisch;26.01.2015
3621;Stefanie;Kanne;30.03.1958
3622;Catherina;Freye;23.05.1906
3623;Ingmar;Wachter;29.10.1978
3624;Sighelm;Wicher;08.02.2024
3625;Erhardt;Denzer;09.02.1966
3626;Cäcilie;Zellmann;06.05.1907
3627;Nunzius;Reintjes;26.01.1915
3628;Bennet;Stehling;22.01.2012
3629;Simperta;Macke;25.12.1916
3630;Willhart;Nübel;28.01.2008
3631;Louise;Hennings;10.01.1933
3632;Annagret;Ambros;13.12.1927
3633;Ansgard;Theurer;03.12.1936
3634;Rike;Balser;14.10.1946
3635;Heinzjörg;Gerhart;22.07.1993
3636;Elfgund;Everding;12.09.1943
3637;Lise;Irle;01.12.1976
3638;Leonhardt;Pelster;11.08.2022
3639;Heinzhermann;Nebelung;24.07.1923
3640;Wernhild;Kaluza;03.01.1936
3641;Kaja;Senn;26.11.1959
3642;Gabriela;Abel;09.12.1911
3643;Evi;Bittermann;18.06.1904
3644;Reinmar;Lang;27.02.1941
3645;Linhart;Wilczek;20.07.1990
3646;Lienard;Schumann;01.01.1983
3647;Sina;Ranft;21.02.1993
3648;Ireneus;Brune;25.03.1978
3649;Krimhilde;Schöbel;23.12.1993
3650;Wolfgang;Striegel;29.11.1958
3651;Susanna;Bley;24.05.1956
3652;Waltraut;Schug;18.06.2018
3653;Mareile;Griesinger;14.06.1968
3654;Klauspeter;Gibbs;03.01.1929
3655;Ingo;Teschner;19.10.2024
3656;Emmily;Steger;02.01.1916
3657;Irmo;Zwirner;07.11.2011
3658;Ottobert;Lütje;10.05.1917
3659;Ingolde;Dettling;06.05.2019
3660;Marcus;Holländer;26.09.1942
3661;Nik;Knauf;08.04.1960
3662;Gerfriede;Steins;13.07.2022
3663;Ilsedore;Steimel;11.11.1930
3664;Gunter;Penzel;21.06.1970
3665;Margund;Braun;12.09.2020
3666;Ornulf;Hielscher;07.06.1924
3667;Gerlinda;Lühmann;21.10.1974
3668;Anneruth;Stankovic;20.09.1991
3669;Raymund;Kapp;25.12.1938
3670;Helmuth;Schwedler;09.06.1960
3671;Burgel;Lowe;26.02.1975
3672;Maxl;Ammon;19.04.1980
3673;Adolfa;Konrath;19.02.1928
3674;Annika;Geipel;28.05.1926
3675;Lisa;Mandt;03.05.1931
3676;Florian;Kegler;18.08.1962
3677;Kim;Tosun;12.06.1990
3678;Herold;Fahlbusch;13.10.2016
3679;Karolina;Landsberg;25.07.1970
3680;Justin;Hannes;15.01.1912
3681;Margaretha;Hendel;01.12.1906
3682;Gebhart;Wörle;29.05.2012
3683;Gundhilde;Kellerer;18.10.1919
3684;Noel;Steinberger;04.03.2010
3685;Ellen;Heimes;11.01.1915
3686;Crescentia;Gauss;16.09.1912
3687;Almut;Sturm;26.01.1992
3688;Ingelore;Rostek;18.10.2016
3689;Chiara;Hüter;10.01.2010
3690;Carina;Hanusch;18.05.1916
3691;Mariola;Sonneborn;05.12.1945
3692;Altraud;Neuer;22.03.1905
3693;Heidy;Pope;25.01.1971
3694;Helmfried;Ruhl;28.02.1903
3695;Hildburga;Hohl;22.09.1953
3696;Heidegard;Pick;12.11.1961
3697;Albert;Strahl;08.12.1952
3698;Imke;Hartz;30.04.1964
3699;Linhart;Katzmann;01.06.1938
3700;Willibert;Betten;17.04.1944
3701;Heidegunde;Hetterich;09.09.2009
3702;Doraline;Micheel;29.01.1943
3703;Cathrin;Siebertz;22.05.1906
3704;Frederic;Horsch;16.01.1989
3705;Gundhild;Epping;26.01.2015
3706;Claas;Wiederhold;05.06.1906
3707;Zilli;Soller;01.07.1950
3708;Hilde;Hösl;17.06.1969
3709;Freiwald;Halter;09.05.1915
3710;Uve;Neurath;05.08.2013
3711;Matthias;Bohne;04.09.1937
3712;Ines;Strobel;05.02.1974
3713;Marilen;Skowronek;25.04.1934
3714;Burghard;Kiesow;16.11.1902
3715;Reinholdine;Fritzsch;12.07.1987
3716;Irene;Faßbender;11.07.1989
3717;Gottlob;Braune;27.06.1981
3718;Undine;Falck;09.08.1926
3719;Erdfried;Malzahn;16.09.1964
3720;Otheinrich;Eckard;20.12.1965
3721;Smilla;Schoppe;26.04.2005
3722;Sylvelin;Vetter;05.05.1998
3723;Rosegret;Lauterbach;30.08.1972
3724;Isfried;Euler;17.03.1922
3725;Margitta;Nees;16.09.1924
3726;Albin;Huck;16.08.1970
3727;Franziskus;Blattner;14.03.1957
3728;Jeremy;Maresch;20.10.1907
3729;Johann;Parks;19.10.1970
3730;Ramona;Künzel;21.08.2017
3731;Margunde;Kittelmann;10.08.1928
3732;Trauhard;Niebuhr;21.11.1911
3733;Bartosch;Dehmel;17.04.1964
3734;Bertolt;Finster;17.11.1903
3735;Annegreth;Saile;21.06.1996
3736;Kordelia;Krieger;08.06.1917
3737;Sergius;Scheil;30.10.1933
3738;Gina;Scharpf;27.02.1936
3739;Matis;Weippert;03.02.1980
3740;Christward;Schauerte;08.10.1918
3741;Leon;Klute;13.07.1943
3742;Anneheide;Baumstark;14.05.1934
3743;Clotilde;Wendling;17.12.1916
3744;Sieghilde;Erhard;12.05.1942
3745;Carlheinz;Teichert;10.11.2018
3746;Berthold;Goßmann;10.12.1928
3747;Luna;Könen;20.04.1947
3748;Conrad;Steffan;24.09.1907
3749;Nicolaus;Lichtenstein;09.11.1986
3750;Kaya;Göttsche;06.11.1984
3751;Jürgen;Newman;26.01.1962
3752;York;Niedermeyer;16.06.1918
3753;Karlhans;Köhnen;25.02.1911
3754;Bertwald;Powers;13.09.1974
3755;Ottkar;Mühlbaür;26.01.1979
3756;Bernhardt;Kirner;13.10.2006
3757;Yannick;Horbach;19.05.2017
3758;Erno;Sievert;14.11.1904
3759;Ria;Schoppe;06.01.1957
3760;Charlotte;Morgan;06.08.1928
3761;Dethard;Fröhlich;06.09.1921
3762;Arnt;Feldhaus;09.01.2024
3763;Franzpeter;Böhne;29.11.1906
3764;Mechthilde;Kummer;18.12.1947
3765;Leona;Bonin;14.06.1927
3766;Doreen;Siemer;13.05.1994
3767;Heimgard;Schäffler;26.08.1965
3768;Gerta;Jungermann;04.12.1991
3769;Ruthilde;Zörner;23.07.2000
3770;Berndt;Sokoll;30.11.1941
3771;Hannsjürgen;Tischer;23.07.1962
3772;Veronica;Klinkhammer;24.03.1918
3773;Sinah;Kuper;18.03.1943
3774;Ottkar;Scheld;14.01.1981
3775;Jochen;Glover;30.08.1995
3776;Rüdiger;Markl;25.12.1903
3777;Karlfried;Kratz;19.08.1988
3778;Wendemar;Bilz;24.11.1978
3779;Folkhart;Hehn;14.08.1949
3780;Marzel;Dirnberger;24.11.1953
3781;Zita;Obermann;11.04.1932
3782;Cordt;Trautmann;11.07.1915
3783;Dankward;Kania;17.11.1907
3784;Herrmann;Türk;01.10.1975
3785;Giselher;Greven;24.04.1921
3786;Bernt;Schrödel;24.02.1983
3787;Aileen;Bösl;14.01.1908
3788;Gert;Hinkelmann;19.04.1933
3789;Hannetraud;Grab;29.08.2018
3790;Sigfrid;Spitz;01.09.1973
3791;Guntmar;Harke;15.08.2000
3792;Eli;Then;26.09.2001
3793;Enno;Niklaus;20.01.2008
3794;Sighart;Jeschke;25.08.1904
3795;Wendel;Rieken;23.03.1903
3796;Reinbert;Klauer;31.05.2015
3797;Marlene;Junginger;15.06.1955
3798;Ivonne;Overbeck;04.05.1927
3799;Eitelfritz;Feldt;17.07.1930
3800;Gunther;Herbst;27.06.2011
3801;Nancy;Goldbeck;21.05.1955
3802;Ursl;Beinlich;02.01.2012
3803;Heiner;Gollan;15.07.1974
3804;Baldur;Ewen;23.07.1919
3805;Constanze;Bachert;30.06.1914
3806;Therese;Benke;17.12.1994
3807;Eckert;Wiebusch;15.03.1935
3808;Victor;Dirr;30.01.1940
3809;Ingelies;Brill;21.12.1910
3810;Luitwin;Goerke;17.01.1914
3811;Hartwin;Pötzsch;04.02.1977
3812;Hartmuth;Burr;07.02.1986
3813;Edda;Meinl;08.10.1951
3814;Ottheinrich;Pöhlmann;09.03.1920
3815;Teresa;Hödl;19.12.1920
3816;Annegret;Heintz;04.07.1998
3817;Inga;Nitzschke;08.07.1951
3818;Wernhild;Ramirez;24.02.2013
3819;Liborius;Schöpp;29.10.1927
3820;Gottreich;Vries;27.02.1979
3821;Volker;Reisser;19.12.1946
3822;Krimhild;Zauner;20.12.2009
3823;Emmily;Deimel;02.04.1905
3824;Irmgart;Feddersen;24.03.1936
3825;Paul;Wiegmann;29.09.1983
3826;Leonharda;Rauber;22.02.2022
3827;Timm;Rahmann;26.11.2013
3828;Tilo;Dormann;01.06.1947
3829;Wolfeckart;Tritschler;22.11.2003
3830;Roswita;Hildmann;23.07.1978
3831;Edelfried;Löb;06.11.1948
3832;Gerhilde;Laun;30.11.1910
3833;Jennifer;Schmelzer;12.07.1979
3834;Trautlind;Hennrich;28.12.1928
3835;Witta;Schäfers;01.03.1918
3836;Evelyne;Kahle;11.02.1924
3837;Merlinde;Post;21.10.2003
3838;Katy;Gaßmann;20.10.1932
3839;Kordelia;Abel;09.08.2006
3840;Bernd;Bögel;09.10.1966
3841;Frowine;Zahner;10.10.1916
3842;Nadja;Maierhofer;09.05.1926
3843;Erdmann;Steimer;08.06.1944
3844;Jessika;Nixdorf;13.06.1908
3845;Ishilde;Eberl;02.04.1926
3846;Herbert;Wilczek;06.06.1952
3847;Kassandra;Engelke;09.10.2022
3848;Emilie;Anschütz;24.08.2015
3849;Jannine;Finkenzeller;12.09.1923
3850;Lutz;Bartosch;03.01.1979
3851;Wolfbert;Seel;16.11.2017
3852;Ingram;Schüle;03.05.2017
3853;Rena;Wegmann;21.06.1980
3854;Walther;Hilse;22.01.1994
3855;Xaver;Topp;29.10.1970
3856;Konradin;Lipp;03.04.2003
3857;Alfhard;Ward;14.05.1918
3858;Uto;Wegener;29.08.1961
3859;Edith;Thien;23.03.1902
3860;Anette;Grünewald;21.04.1948
3861;Senta;Schrey;17.07.1989
3862;Lara;Herr;12.08.2001
3863;Andree;Dölle;06.08.1991
3864;Marcus;Root;17.09.1970
3865;Agnes;Gruhn;04.07.2004
3866;Katherina;Tillmann;17.03.1962
3867;Marlit;Bloch;26.05.1919
3868;Evelyn;Nold;04.10.1957
3869;Jil;Ufer;13.04.1907
3870;Benno;Kox;02.11.1908
3871;Urta;Fenske;12.04.1945
3872;Christopherus;Wendler;23.07.1959
3873;Dieterich;Schaeffer;10.06.1917
3874;Wiegand;Schug;05.06.1990
3875;Magdalena;Weingartner;01.12.1920
3876;Edelgard;Janßen;01.12.1980
3877;Aloisia;Kraemer;29.01.1903
3878;Annabel;Kuhne;04.07.1990
3879;Alina;Angermeier;02.12.1921
3880;Lenard;Röben;05.11.1947
3881;Irmgart;Knaack;02.02.1907
3882;Otheinrich;Kleine;07.11.1943
3883;Tobias;Schaible;26.09.1919
3884;Urta;Poser;25.02.1913
3885;Edelhard;Chambers;15.11.2018
3886;Gertmund;Diesing;07.02.1973
3887;Heilmuth;Weigl;05.07.1995
3888;Christhilde;Kocak;14.01.1959
3889;Donate;Heisterkamp;15.12.1912
3890;Kiara;Kestel;29.08.2017
3891;Humbert;Bunk;22.04.1937
3892;Kunigunda;Stöhr;18.11.1997
3893;Astrid;Henrich;05.10.1984
3894;Gismar;Scheid;14.08.1997
3895;Anneluise;Quednau;22.09.1948
3896;Riccardo;Thamm;06.07.2000
3897;Winand;Bohr;25.10.1986
3898;Theresa;Gellert;26.01.1977
3899;Katherina;Sprenger;22.02.1981
3900;Anka;Knopf;20.08.1973
3901;Torge;Hoven;11.06.1937
3902;Töns;Laber;21.04.1984
3903;Reinhart;Sell;18.12.2003
3904;Rahel;Kappler;30.09.1946
3905;Serafine;Lüneburg;12.04.2021
3906;Kaja;Kölsch;19.08.1939
3907;Iselore;Oswald;08.06.2024
3908;Ulrike;Zenger;24.07.1925
3909;Hannes;Klopfer;19.01.2015
3910;Bernadine;Gerken;03.06.1929
3911;Joseph;Kottke;29.04.1930
3912;Christhilde;Parr;12.03.1923
3913;Wiltraud;Lust;03.07.1911
3914;Otthard;Ehrler;12.03.1919
3915;Jeannette;Ohm;01.11.1974
3916;Lenore;Stock;02.10.2013
3917;Sybil;Lott;25.09.1920
3918;Sofia;Hermsdorf;28.08.2013
3919;Borka;Rodriquez;10.12.1942
3920;Hildburga;Kloß;06.08.1943
3921;Thaddäus;Dumke;01.09.2019
3922;Marieluise;Mutlu;26.10.1964
3923;Sighild;Sohn;07.10.1928
3924;Rembert;Hachmeister;30.12.1932
3925;Sylvia;Ulrich;14.07.1921
3926;Heimwald;Dienst;26.07.1958
3927;Mattis;Wang;06.04.1965
3928;Quirin;Day;17.04.2017
3929;Edda;Holzschuh;12.10.1915
3930;Herwig;Reichstein;22.04.1936
3931;Gerfried;Eiermann;26.04.1995
3932;Eleonore;Ehrenberg;14.11.2020
3933;Lindemarie;Wenzel;24.04.1998
3934;Volker;Bethmann;18.01.2016
3935;Arnim;Apel;12.02.2011
3936;Fränze;Schoop;18.05.2015
3937;Falkhard;Lacher;17.03.1980
3938;Dietwalt;Heine;11.10.1905
3939;Benedicta;Löwe;22.08.2000
3940;Guido;Geisen;07.08.1952
3941;Emilie;Gunkel;09.07.2009
3942;Brunhilde;Lehwald;08.10.1988
3943;Hertha;Khan;01.05.1939
3944;Edelinde;Thomalla;04.10.1925
3945;Wilma;Kullmann;28.02.2019
3946;Aribert;Ringe;14.08.1954
3947;Trinchen;Gronewold;29.06.1930
3948;Irmhild;Feddern;10.07.2015
3949;Kord;Dethlefs;14.10.1947
3950;Reni;Seidl;11.05.1918
3951;Elise;Köhnlein;21.05.1964
3952;Rosina;Deffner;18.11.1940
3953;Magdalene;Baldwin;06.08.2003
3954;Gundi;Rösler;01.12.1939
3955;Wendeline;Wenz;22.07.2011
3956;Dietburg;Witzmann;26.07.1942
3957;Nils;Renner;05.05.1963
3958;Claas;Pagel;23.02.1973
3959;Lana;Schermer;15.12.2015
3960;Otfried;Gottlieb;24.05.1971
3961;Gunthild;Rossi;07.03.1939
3962;Rothmund;Blaha;26.02.1938
3963;Laurin;Theilen;09.02.1946
3964;Patrizia;Diedrichs;22.08.2009
3965;Sigolf;Sick;31.08.1936
3966;Raimer;Todd;17.10.1937
3967;Sigwart;Rathjen;18.02.1907
3968;Margrit;Zeiß;28.07.1912
3969;Jonah;Beutel;19.06.1928
3970;Eginhard;Mauermann;01.05.1903
3971;Ermenhild;Ruprecht;10.12.2016
3972;Hannsgeorg;Gröger;24.04.1954
3973;Gislind;Gerstmann;08.09.1923
3974;Annalies;Brose;01.02.2016
3975;Gerlind;Rohleder;27.02.1909
3976;Rolf;Gebhard;05.08.1985
3977;Nina;Brenner;26.04.1966
3978;Franz;Engemann;21.04.1982
3979;Krista;Pampel;02.01.2024
3980;Wendemar;Wilm;26.02.1986
3981;Hanny;Ryll;01.01.1926
3982;Hanna;Mück;04.02.2004
3983;Regina;Matthews;21.08.1923
3984;Kimberley;Gutschmidt;07.06.1989
3985;Ferhart;Wesch;12.04.1987
3986;Gisbert;Lübbers;29.11.1924
3987;Hardy;Rizzo;18.09.2021
3988;Rigo;Malter;04.02.1903
3989;Theolinde;Deeg;14.02.1928
3990;Otthein;Biehl;06.02.2024
3991;Winnimar;Menze;28.10.1979
3992;Eustachius;Knezevic;19.11.1972
3993;Marlene;Engel;23.03.1907
3994;Margret;Stumpe;16.02.1953
3995;Cäcilia;Deppisch;20.08.1992
3996;Laurin;Theil;10.06.1963
3997;Bertlinde;Clark;16.05.1902
3998;Juri;Groll;02.12.2004
3999;Gunthard;Nitsche;04.03.1996
4000;Trudbert;Munk;31.03.1925
4001;Kathi;Rhodes;21.09.1927
4002;Arved;Giebel;15.10.1914
4003;Mayk;Dibbern;10.11.2014
4004;Karolina;Senge;12.02.1946
4005;Luc;Wandt;23.06.1947
4006;Dela;Demir;23.07.1928
4007;Cäzilie;Toth;12.10.1932
4008;Conner;Friedhoff;13.09.2012
4009;Emil;Czaja;30.04.1929
4010;Katharina;Gerloff;02.03.1984
4011;Iris;Wiedermann;10.03.1998
4012;Elbert;Liese;04.06.1931
4013;Florentin;Kögl;22.09.2012
4014;Anneli;Welling;09.03.1991
4015;Belina;Pappert;15.01.1965
4016;Altfried;Thoben;03.11.1919
4017;Luitgard;Hamer;13.08.1955
4018;Mona;Helling;21.12.1996
4019;Klara;Kliemann;30.10.2012
4020;Siegwald;Sahm;21.08.1982
4021;Friedemar;Terhorst;08.07.1925
4022;Julius;Stiegler;07.08.1907
4023;Eddi;Blei;09.04.1963
4024;Lilian;Born;09.09.1973
4025;Annely;Kluth;15.05.1953
4026;Isolde;Mania;08.07.1943
4027;Cedric;Schweda;17.09.2024
4028;Kaya;Majewski;03.03.2003
4029;Rudenz;Grunert;12.06.2005
4030;Ilsegret;Harzer;17.09.1949
4031;Hugo;Gundel;16.12.1998
4032;Annehild;Suttner;28.08.2002
4033;Kriemhild;Weerts;31.05.1953
4034;Wernfried;Holt;20.12.1978
4035;Sixtus;Eulitz;08.08.1930
4036;Jennifer;Pfeiffer;04.11.1982
4037;Freimund;Henne;19.11.1930
4038;Rosegret;Böer;23.08.1929
4039;Weikhard;Weger;12.05.1990
4040;Gunfried;Bonin;07.06.2001
4041;Lerke;Briel;24.02.1919
4042;Pankraz;Grundner;03.12.1912
4043;Gitta;Biallas;21.07.1940
4044;Runald;Reitmeier;23.06.1954
4045;Reintraut;Bautz;05.10.1926
4046;Wilhelma;Köppe;01.01.1953
4047;Madita;Rust;14.02.1988
4048;Bertwalda;Rehfeld;03.11.1946
4049;Jannis;Pfund;03.02.1932
4050;Giselbert;Bühl;21.07.2022
4051;Marco;Knerr;26.09.1992
4052;Ulrich;Lieber;22.03.1942
4053;Ferfried;Weidler;22.09.1971
4054;Herwald;Korten;27.02.1903
4055;Carola;Hirsch;08.08.2016
4056;Annemargret;Weidler;05.06.1990
4057;Ermelinde;Muhr;13.08.1948
4058;Gertrudt;Steigerwald;04.06.2015
4059;Reingard;Herzer;04.03.1956
4060;Janik;Horlacher;20.09.2007
4061;York;Illner;22.02.1999
4062;Ribana;Drake;01.01.1906
4063;Immanuel;Ditzel;13.04.1918
4064;Friedemann;Rehm;30.12.1990
4065;Idamarie;Eilts;28.10.1983
4066;Colin;Röttger;30.10.1944
4067;Giselind;Schein;25.01.1939
4068;Hanni;Berens;25.01.1907
4069;Gottholde;Goretzki;13.03.2019
4070;Bernold;Hertweck;15.02.1944
4071;Berna;Meschke;09.03.1925
4072;Hannelene;Rosenkranz;04.02.2000
4073;Sighilde;Hegewald;15.05.1938
4074;Alina;Brieger;28.04.1918
4075;Richardis;Gieselmann;07.09.1920
4076;Ingomar;Saller;07.02.1947
4077;Luk;Wenz;01.03.1922
4078;Oliver;Brandl;23.04.1996
4079;Annebärbel;Cornelius;12.09.1927
4080;Gerhard;Fiala;19.03.2025
4081;Gerhilde;Groh;12.11.1993
4082;Berthold;Krumbholz;03.05.1912
4083;Giesbert;Häßler;09.02.1921
4084;Sigward;Ay;11.10.1980
4085;Silvio;Reiber;29.10.1936
4086;Meta;Prasse;19.07.1942
4087;René;Gehrt;08.03.1917
4088;Emre;Bamberger;10.05.1961
4089;Gerborg;Linn;23.12.1946
4090;Florentine;Sigg;25.10.1950
4091;Joachim;Saager;25.03.2019
4092;Magnus;Suck;23.06.1937
4093;Anneros;Berk;05.02.2025
4094;Hanny;Gutzmann;07.04.1996
4095;Babsi;Huch;21.11.1919
4096;Friedrun;Flor;26.12.1943
4097;Sylvius;Nägele;03.02.2017
4098;Esther;Schwegmann;21.01.1944
4099;Emil;Mönnich;09.06.2010
4100;Agilbert;Hinke;27.05.1905
4101;Olivia;Zimmermann;05.09.2023
4102;Käthe;Beckert;28.09.1935
4103;Arnulf;Roth;01.11.1996
4104;Wolfgard;Christl;12.03.2008
4105;Waldfried;Hapke;03.09.1984
4106;Timm;Leitz;06.03.1981
4107;Phillippus;Jürgen;13.07.1991
4108;Rasmus;Ansorge;22.07.1972
4109;Sigrid;Rosenzweig;31.01.1915
4110;Arwid;Bünte;21.05.2010
4111;Horst;Koll;07.04.1983
4112;Adelheid;Schirmacher;23.10.1955
4113;Birga;Niebuhr;03.12.2018
4114;Jennifer;Meilen;17.10.1946
4115;Hellmut;Glaser;17.10.2000
4116;Claudius;Lemberger;01.09.1926
4117;Kathrein;Jeß;22.01.2015
4118;Ben;Ehlen;01.10.2001
4119;Siegmund;Bieger;25.12.1957
4120;Cindy;Höhl;26.06.1939
4121;Rimbert;Preiß;14.01.1981
